OrderID,OrderDate,ProductID,Quantity,Sales,DeliveryDate,Warehouse
ORD-01863,2024-05-11,PROD-085,7,14854.0,2024-05-15,Cairo Main
ORD-01864,2024-05-14,PROD-146,2,4539.6,2024-05-17,Alexandria Depot
ORD-01865,2024-05-04,PROD-020,9,4689.0,2024-05-05,Cairo Main
ORD-01866,2023-03-09,PROD-076,6,12702.0,2023-03-16,Alexandria Depot
ORD-01867,2023-10-31,PROD-085,8,16976.0,2023-11-08,Dubai Hub
ORD-01868,2023-08-04,PROD-104,4,4092.0,2023-08-13,Cairo Main
ORD-01869,2023-11-13,PROD-137,2,3340.0,2023-11-16,Dubai Hub
ORD-01870,2023-06-04,PROD-175,8,24976.0,2023-06-07,Dubai Hub
ORD-01871,2024-08-05,PROD-189,2,6916.0,2024-08-06,Dubai Hub
ORD-01872,2023-02-03,PROD-123,4,7140.2,2023-02-08,Cairo Main
ORD-01873,2023-09-10,PROD-139,2,4004.0,2023-09-18,Cairo Main
ORD-01874,2024-12-08,PROD-117,5,4355.0,2024-12-15,Alexandria Depot
ORD-01875,2024-05-28,PROD-139,8,16016.0,2024-06-04,Alexandria Depot
ORD-01876,2023-09-04,PROD-028,3,1629.0,2023-09-08,Alexandria Depot
ORD-01877,2024-04-14,PROD-113,2,674.0,2024-04-15,Alexandria Depot
ORD-01878,2024-01-29,PROD-152,2,2764.0,2024-02-05,Dubai Hub
ORD-01879,2024-05-04,PROD-149,6,4092.0,2024-05-07,Cairo Main
ORD-01880,2023-08-15,PROD-107,3,7381.5,2023-08-20,Cairo Main
ORD-01881,2024-03-22,PROD-106,5,7155.0,2024-03-31,Cairo Main
ORD-01882,2023-12-10,PROD-035,2,6194.0,2023-12-13,Dubai Hub
ORD-01883,2024-03-30,PROD-165,6,1548.0,2024-04-01,Cairo Main
ORD-01884,2024-02-09,PROD-011,3,2613.0,2024-02-17,Dubai Hub
ORD-01885,2024-12-12,PROD-032,7,22855.0,2024-12-14,Alexandria Depot
ORD-01886,2024-05-12,PROD-103,8,3420.0,2024-05-18,Cairo Main
ORD-01887,2024-08-14,PROD-154,4,3576.0,2024-08-20,Alexandria Depot
ORD-01888,2024-02-06,PROD-146,5,11979.5,2024-02-08,Cairo Main
ORD-01889,2023-08-18,PROD-020,5,2605.0,2023-08-23,Alexandria Depot
ORD-01890,2023-10-06,PROD-034,3,6657.0,2023-10-07,Cairo Main
ORD-01891,2024-03-15,PROD-091,2,6380.2,2024-03-22,Dubai Hub
ORD-01892,2023-04-25,PROD-117,3,2613.0,2023-04-27,Alexandria Depot
ORD-01893,2024-02-09,PROD-182,5,14805.0,2024-02-18,Alexandria Depot
ORD-01894,2024-06-17,PROD-098,8,26584.0,2024-06-18,Dubai Hub
ORD-01895,2023-05-21,PROD-065,4,9684.0,2023-05-25,Dubai Hub
ORD-01896,2023-11-27,PROD-079,5,1185.75,2023-12-03,Alexandria Depot
ORD-01897,2023-03-11,PROD-142,8,13512.0,2023-03-14,Dubai Hub
ORD-01898,2024-03-21,PROD-043,7,18158.0,2024-03-27,Alexandria Depot
ORD-01899,2023-03-14,PROD-155,8,13497.6,2023-03-18,Alexandria Depot
ORD-01900,2024-02-08,PROD-195,4,1843.0,2024-02-10,Alexandria Depot
ORD-01901,2024-03-20,PROD-123,2,3758.0,2024-03-25,Alexandria Depot
ORD-01902,2023-06-01,PROD-130,2,5568.9,2023-06-09,Dubai Hub
ORD-01903,2024-04-04,PROD-076,9,17147.7,2024-04-06,Alexandria Depot
ORD-01904,2023-10-18,PROD-123,2,3570.1,2023-10-24,Dubai Hub
ORD-01905,2024-11-09,PROD-063,1,1119.0,2024-11-17,Cairo Main
ORD-01906,2024-08-23,PROD-179,5,8130.0,2024-08-29,Alexandria Depot
ORD-01907,2023-08-07,PROD-110,9,8919.0,2023-08-12,Cairo Main
ORD-01908,2024-11-12,PROD-177,9,22185.0,2024-11-15,Dubai Hub
ORD-01909,2023-09-14,PROD-073,6,2586.0,2023-09-22,Alexandria Depot
ORD-01910,2023-07-24,PROD-015,4,8876.0,2023-07-26,Dubai Hub
ORD-01911,2024-11-09,PROD-129,9,10756.8,2024-11-18,Dubai Hub
ORD-01912,2023-10-23,PROD-037,2,4506.0,2023-10-31,Alexandria Depot
ORD-01913,2024-10-07,PROD-103,4,1800.0,2024-10-13,Alexandria Depot
ORD-01914,2023-06-06,PROD-010,6,4758.0,2023-06-15,Dubai Hub
ORD-01915,2024-03-06,PROD-149,1,682.0,2024-03-12,Cairo Main
ORD-01916,2024-11-20,PROD-035,2,6520.0,2024-11-28,Dubai Hub
ORD-01917,2024-08-02,PROD-178,2,974.0,2024-08-07,Alexandria Depot
ORD-01918,2024-06-18,PROD-162,1,1694.0,2024-06-25,Cairo Main
ORD-01919,2023-09-21,PROD-176,9,31482.0,2023-09-23,Dubai Hub
ORD-01920,2024-09-04,PROD-182,1,2812.95,2024-09-05,Dubai Hub
ORD-01921,2024-05-28,PROD-110,1,941.45,2024-06-05,Alexandria Depot
ORD-01922,2023-09-17,PROD-068,4,3740.0,2023-09-22,Cairo Main
ORD-01923,2024-10-22,PROD-074,1,3336.0,2024-10-31,Alexandria Depot
ORD-01924,2024-06-21,PROD-138,9,16614.0,2024-06-28,Dubai Hub
ORD-01925,2024-11-03,PROD-103,8,3600.0,2024-11-07,Dubai Hub
ORD-01926,2024-10-23,PROD-159,8,3128.0,2024-10-28,Alexandria Depot
ORD-01927,2024-06-01,PROD-114,7,19936.0,2024-06-04,Dubai Hub
ORD-01928,2024-08-18,PROD-116,9,22266.0,2024-08-23,Alexandria Depot
ORD-01929,2024-03-30,PROD-126,7,6431.95,2024-04-03,Cairo Main
ORD-01930,2023-10-13,PROD-113,8,2696.0,2023-10-16,Alexandria Depot
ORD-01931,2023-04-17,PROD-011,1,827.45,2023-04-25,Alexandria Depot
ORD-01932,2023-01-08,PROD-004,6,1708.5,2023-01-12,Dubai Hub
ORD-01933,2023-12-29,PROD-105,3,4122.9,2024-01-02,Dubai Hub
ORD-01934,2023-04-02,PROD-133,2,2155.6,2023-04-10,Cairo Main
ORD-01935,2024-11-02,PROD-150,1,535.8,2024-11-07,Cairo Main
ORD-01936,2023-10-31,PROD-167,1,2535.55,2023-11-05,Dubai Hub
ORD-01937,2024-06-04,PROD-169,1,1279.0,2024-06-09,Cairo Main
ORD-01938,2023-02-13,PROD-139,3,6006.0,2023-02-19,Alexandria Depot
ORD-01939,2023-09-16,PROD-186,4,11540.0,2023-09-21,Cairo Main
ORD-01940,2023-08-16,PROD-011,4,3135.6,2023-08-17,Dubai Hub
ORD-01941,2023-10-31,PROD-048,6,7146.0,2023-11-01,Cairo Main
ORD-01942,2023-01-10,PROD-122,2,3670.0,2023-01-16,Dubai Hub
ORD-01943,2024-04-25,PROD-200,5,17375.0,2024-04-27,Cairo Main
ORD-01944,2023-11-30,PROD-053,4,13088.0,2023-12-03,Alexandria Depot
ORD-01945,2023-09-13,PROD-057,6,4614.0,2023-09-19,Cairo Main
ORD-01946,2023-05-26,PROD-168,3,1473.45,2023-05-28,Dubai Hub
ORD-01947,2023-02-02,PROD-049,4,13860.0,2023-02-08,Cairo Main
ORD-01948,2024-05-16,PROD-190,1,666.0,2024-05-22,Dubai Hub
ORD-01949,2024-08-24,PROD-061,5,12925.0,2024-08-26,Alexandria Depot
ORD-01950,2023-11-16,PROD-052,7,10269.0,2023-11-18,Dubai Hub
ORD-01951,2024-07-04,PROD-156,6,10788.0,2024-07-11,Dubai Hub
ORD-01952,2024-05-26,PROD-194,3,6576.0,2024-06-04,Dubai Hub
ORD-01953,2023-07-03,PROD-077,7,16438.8,2023-07-04,Cairo Main
ORD-01954,2024-03-09,PROD-042,6,4599.9,2024-03-17,Cairo Main
ORD-01955,2024-08-15,PROD-078,1,987.0,2024-08-19,Cairo Main
ORD-01956,2024-09-10,PROD-069,8,17088.0,2024-09-16,Cairo Main
ORD-01957,2024-02-16,PROD-163,1,3023.0,2024-02-19,Dubai Hub
ORD-01958,2023-03-07,PROD-098,3,8473.65,2023-03-08,Alexandria Depot
ORD-01959,2023-04-11,PROD-009,6,19842.0,2023-04-12,Alexandria Depot
ORD-01960,2023-04-06,PROD-007,3,5178.0,2023-04-11,Alexandria Depot
ORD-01961,2024-02-19,PROD-057,9,6921.0,2024-02-23,Cairo Main
ORD-01962,2024-01-09,PROD-036,2,3765.8,2024-01-17,Cairo Main
ORD-01963,2023-12-21,PROD-035,9,27873.0,2023-12-24,Alexandria Depot
ORD-01964,2023-12-18,PROD-014,1,1841.1,2023-12-21,Dubai Hub
ORD-01965,2024-05-19,PROD-126,7,7188.65,2024-05-21,Cairo Main
ORD-01966,2024-01-08,PROD-074,8,26688.0,2024-01-17,Cairo Main
ORD-01967,2024-06-18,PROD-081,2,4387.1,2024-06-23,Alexandria Depot
ORD-01968,2024-11-17,PROD-074,6,17013.6,2024-11-26,Cairo Main
ORD-01969,2023-03-01,PROD-160,7,5292.0,2023-03-08,Alexandria Depot
ORD-01970,2024-02-11,PROD-152,2,2764.0,2024-02-19,Alexandria Depot
ORD-01971,2023-04-30,PROD-039,1,1297.0,2023-05-07,Alexandria Depot
ORD-01972,2024-04-09,PROD-084,3,8279.25,2024-04-14,Alexandria Depot
ORD-01973,2024-07-17,PROD-034,9,16975.35,2024-07-19,Cairo Main
ORD-01974,2024-04-12,PROD-167,6,13611.9,2024-04-20,Cairo Main
ORD-01975,2023-12-29,PROD-168,5,2585.0,2024-01-03,Dubai Hub
ORD-01976,2023-02-01,PROD-143,6,19066.5,2023-02-09,Alexandria Depot
ORD-01977,2023-06-15,PROD-177,9,21075.75,2023-06-20,Cairo Main
ORD-01978,2023-02-15,PROD-060,7,15939.0,2023-02-16,Cairo Main
ORD-01979,2024-03-28,PROD-142,1,1520.1,2024-04-06,Dubai Hub
ORD-01980,2024-07-27,PROD-143,2,6355.5,2024-08-01,Cairo Main
ORD-01981,2024-11-02,PROD-012,6,20658.0,2024-11-04,Alexandria Depot
ORD-01982,2023-04-08,PROD-146,2,5044.0,2023-04-12,Alexandria Depot
ORD-01983,2023-01-26,PROD-015,8,17752.0,2023-01-27,Alexandria Depot
ORD-01984,2024-01-06,PROD-134,6,15198.0,2024-01-10,Cairo Main
ORD-01985,2024-02-03,PROD-189,9,31122.0,2024-02-08,Cairo Main
ORD-01986,2024-05-25,PROD-008,2,3380.0,2024-05-27,Alexandria Depot
ORD-01987,2023-03-10,PROD-121,1,1388.7,2023-03-16,Alexandria Depot
ORD-01988,2024-12-07,PROD-110,4,3964.0,2024-12-11,Alexandria Depot
ORD-01989,2023-06-07,PROD-050,8,2933.6,2023-06-12,Alexandria Depot
ORD-01990,2023-05-13,PROD-146,6,14375.4,2023-05-18,Cairo Main
ORD-01991,2024-12-28,PROD-101,3,5478.0,2025-01-01,Alexandria Depot
ORD-01992,2023-06-29,PROD-067,7,13279.0,2023-06-30,Cairo Main
ORD-01993,2023-01-16,PROD-152,1,1243.8,2023-01-21,Dubai Hub
ORD-01994,2024-10-07,PROD-095,8,5256.0,2024-10-11,Alexandria Depot
ORD-01995,2023-06-17,PROD-168,8,3515.6,2023-06-23,Cairo Main
ORD-01996,2023-06-03,PROD-123,3,5073.3,2023-06-10,Dubai Hub
ORD-01997,2024-05-06,PROD-152,1,1382.0,2024-05-10,Cairo Main
ORD-01998,2023-11-08,PROD-184,3,8931.0,2023-11-11,Dubai Hub
ORD-01999,2023-05-09,PROD-045,7,15442.0,2023-05-10,Alexandria Depot
ORD-02000,2024-11-28,PROD-140,2,6602.0,2024-11-30,Dubai Hub
ORD-02001,2023-07-01,PROD-167,7,16814.7,2023-07-02,Dubai Hub
ORD-02002,2023-11-27,PROD-157,5,11560.0,2023-12-06,Dubai Hub
ORD-02003,2023-09-17,PROD-124,1,3206.25,2023-09-21,Alexandria Depot
ORD-02004,2023-06-23,PROD-001,8,26424.0,2023-06-30,Cairo Main
ORD-02005,2023-10-25,PROD-129,3,3984.0,2023-10-31,Cairo Main
ORD-02006,2023-10-13,PROD-120,1,2930.0,2023-10-14,Alexandria Depot
ORD-02007,2024-11-10,PROD-165,3,774.0,2024-11-12,Alexandria Depot
ORD-02008,2024-04-22,PROD-140,6,16835.1,2024-04-26,Alexandria Depot
ORD-02009,2023-09-04,PROD-068,2,1870.0,2023-09-10,Alexandria Depot
ORD-02010,2023-05-13,PROD-071,2,6890.0,2023-05-18,Alexandria Depot
ORD-02011,2023-11-30,PROD-176,6,20988.0,2023-12-03,Alexandria Depot
ORD-02012,2024-12-15,PROD-040,4,736.0,2024-12-24,Alexandria Depot
ORD-02013,2024-05-14,PROD-143,4,13380.0,2024-05-21,Cairo Main
ORD-02014,2024-04-03,PROD-154,2,1788.0,2024-04-09,Dubai Hub
ORD-02015,2023-12-15,PROD-183,4,10448.0,2023-12-20,Dubai Hub
ORD-02016,2023-11-19,PROD-153,2,824.0,2023-11-27,Alexandria Depot
ORD-02017,2024-02-01,PROD-095,6,3942.0,2024-02-09,Dubai Hub
ORD-02018,2024-10-07,PROD-121,2,3086.0,2024-10-12,Alexandria Depot
ORD-02019,2024-01-13,PROD-170,4,798.0,2024-01-14,Dubai Hub
ORD-02020,2024-07-13,PROD-025,8,3432.0,2024-07-16,Dubai Hub
ORD-02021,2024-04-20,PROD-025,8,3432.0,2024-04-24,Dubai Hub
ORD-02022,2023-08-11,PROD-153,6,2348.4,2023-08-12,Dubai Hub
ORD-02023,2024-04-30,PROD-017,3,1905.0,2024-05-01,Cairo Main
ORD-02024,2024-08-04,PROD-075,2,3402.9,2024-08-08,Cairo Main
ORD-02025,2023-05-30,PROD-021,9,16689.6,2023-06-03,Alexandria Depot
ORD-02026,2023-02-14,PROD-186,9,25965.0,2023-02-21,Dubai Hub
ORD-02027,2023-02-27,PROD-016,1,2883.25,2023-03-05,Alexandria Depot
ORD-02028,2023-02-09,PROD-111,9,17322.3,2023-02-10,Cairo Main
ORD-02029,2023-11-01,PROD-135,5,6878.0,2023-11-02,Alexandria Depot
ORD-02030,2024-06-29,PROD-075,9,15313.05,2024-07-05,Dubai Hub
ORD-02031,2024-05-23,PROD-133,2,2536.0,2024-05-30,Cairo Main
ORD-02032,2024-04-30,PROD-098,7,23261.0,2024-05-02,Cairo Main
ORD-02033,2023-08-18,PROD-079,1,279.0,2023-08-21,Dubai Hub
ORD-02034,2023-07-18,PROD-153,1,412.0,2023-07-20,Cairo Main
ORD-02035,2024-05-27,PROD-136,8,11896.0,2024-06-02,Alexandria Depot
ORD-02036,2023-12-18,PROD-129,8,10624.0,2023-12-19,Alexandria Depot
ORD-02037,2023-01-22,PROD-190,7,4662.0,2023-01-29,Dubai Hub
ORD-02038,2023-08-20,PROD-161,8,13543.2,2023-08-22,Alexandria Depot
ORD-02039,2023-07-14,PROD-175,7,21854.0,2023-07-19,Cairo Main
ORD-02040,2023-07-15,PROD-060,8,18216.0,2023-07-16,Alexandria Depot
ORD-02041,2024-09-30,PROD-043,2,5188.0,2024-10-07,Alexandria Depot
ORD-02042,2024-12-21,PROD-133,5,6023.0,2024-12-26,Alexandria Depot
ORD-02043,2024-01-17,PROD-090,6,13932.0,2024-01-22,Cairo Main
ORD-02044,2024-12-27,PROD-103,8,3600.0,2025-01-04,Dubai Hub
ORD-02045,2024-03-16,PROD-022,1,1347.0,2024-03-24,Dubai Hub
ORD-02046,2024-03-25,PROD-191,4,11236.6,2024-04-02,Alexandria Depot
ORD-02047,2024-01-01,PROD-002,7,7630.0,2024-01-04,Dubai Hub
ORD-02048,2023-09-09,PROD-099,8,20140.0,2023-09-17,Dubai Hub
ORD-02049,2024-12-10,PROD-102,5,7495.0,2024-12-15,Alexandria Depot
ORD-02050,2024-07-15,PROD-003,6,2453.1,2024-07-16,Alexandria Depot
ORD-02051,2024-06-19,PROD-001,8,26424.0,2024-06-23,Alexandria Depot
ORD-02052,2023-03-07,PROD-139,8,16016.0,2023-03-12,Cairo Main
ORD-02053,2024-01-31,PROD-115,8,4072.0,2024-02-08,Alexandria Depot
ORD-02054,2024-09-25,PROD-197,3,9852.0,2024-09-27,Dubai Hub
ORD-02055,2024-01-24,PROD-093,3,1515.0,2024-01-30,Dubai Hub
ORD-02056,2024-08-13,PROD-017,8,5080.0,2024-08-17,Dubai Hub
ORD-02057,2024-12-17,PROD-129,7,9296.0,2024-12-20,Alexandria Depot
ORD-02058,2024-06-05,PROD-161,2,3762.0,2024-06-14,Dubai Hub
ORD-02059,2024-06-17,PROD-174,2,1144.0,2024-06-22,Cairo Main
ORD-02060,2023-12-31,PROD-158,8,19714.4,2024-01-02,Alexandria Depot
ORD-02061,2023-03-27,PROD-077,3,7416.0,2023-03-30,Dubai Hub
ORD-02062,2023-01-04,PROD-052,1,1393.65,2023-01-13,Alexandria Depot
ORD-02063,2024-07-31,PROD-109,2,1106.0,2024-08-08,Dubai Hub
ORD-02064,2023-12-08,PROD-137,8,13360.0,2023-12-14,Cairo Main
ORD-02065,2023-07-04,PROD-200,7,24325.0,2023-07-12,Cairo Main
ORD-02066,2023-03-29,PROD-075,6,10746.0,2023-03-30,Cairo Main
ORD-02067,2024-06-17,PROD-131,3,602.1,2024-06-19,Dubai Hub
ORD-02068,2023-07-21,PROD-176,7,23261.7,2023-07-27,Dubai Hub
ORD-02069,2024-07-27,PROD-026,8,10472.0,2024-08-01,Dubai Hub
ORD-02070,2024-11-11,PROD-084,7,20335.0,2024-11-12,Cairo Main
ORD-02071,2023-01-22,PROD-053,9,27975.6,2023-01-26,Dubai Hub
ORD-02072,2024-06-22,PROD-140,9,28223.55,2024-06-30,Dubai Hub
ORD-02073,2024-10-03,PROD-066,6,20946.0,2024-10-12,Alexandria Depot
ORD-02074,2023-03-30,PROD-193,2,4562.0,2023-03-31,Cairo Main
ORD-02075,2023-01-22,PROD-093,1,505.0,2023-01-24,Dubai Hub
ORD-02076,2024-11-01,PROD-023,8,21872.8,2024-11-04,Dubai Hub
ORD-02077,2024-11-15,PROD-006,1,427.0,2024-11-22,Alexandria Depot
ORD-02078,2024-05-27,PROD-171,9,20376.0,2024-06-01,Cairo Main
ORD-02079,2024-06-10,PROD-105,8,10994.4,2024-06-12,Cairo Main
ORD-02080,2023-06-07,PROD-059,8,20822.4,2023-06-10,Cairo Main
ORD-02081,2023-03-19,PROD-109,5,2626.75,2023-03-27,Alexandria Depot
ORD-02082,2024-05-05,PROD-125,7,9604.0,2024-05-09,Alexandria Depot
ORD-02083,2024-06-29,PROD-094,6,5529.0,2024-07-08,Cairo Main
ORD-02084,2024-10-26,PROD-097,9,24327.0,2024-11-01,Dubai Hub
ORD-02085,2024-03-16,PROD-189,5,17290.0,2024-03-24,Alexandria Depot
ORD-02086,2023-02-02,PROD-170,9,1890.0,2023-02-08,Alexandria Depot
ORD-02087,2023-08-23,PROD-111,2,3849.4,2023-08-25,Alexandria Depot
ORD-02088,2023-03-26,PROD-103,1,450.0,2023-04-03,Alexandria Depot
ORD-02089,2024-09-21,PROD-193,2,4333.9,2024-09-28,Dubai Hub
ORD-02090,2023-08-12,PROD-024,3,6646.2,2023-08-16,Dubai Hub
ORD-02091,2024-06-11,PROD-114,2,5411.2,2024-06-17,Dubai Hub
ORD-02092,2023-03-10,PROD-035,1,2934.0,2023-03-19,Cairo Main
ORD-02093,2024-10-28,PROD-025,7,3003.0,2024-10-29,Alexandria Depot
ORD-02094,2024-02-14,PROD-126,5,4864.5,2024-02-23,Dubai Hub
ORD-02095,2023-01-19,PROD-015,2,4438.0,2023-01-23,Dubai Hub
ORD-02096,2024-11-27,PROD-027,4,1501.2,2024-11-28,Alexandria Depot
ORD-02097,2024-04-07,PROD-143,3,9031.5,2024-04-15,Cairo Main
ORD-02098,2023-08-14,PROD-016,6,18210.0,2023-08-22,Dubai Hub
ORD-02099,2024-08-28,PROD-106,3,4293.0,2024-09-06,Cairo Main
ORD-02100,2023-05-22,PROD-062,9,30465.0,2023-05-23,Cairo Main
ORD-02101,2024-01-04,PROD-126,7,7567.0,2024-01-06,Alexandria Depot
ORD-02102,2024-10-08,PROD-184,3,8484.45,2024-10-14,Alexandria Depot
ORD-02103,2023-04-20,PROD-022,4,5388.0,2023-04-25,Cairo Main
ORD-02104,2023-08-06,PROD-193,2,4562.0,2023-08-09,Cairo Main
ORD-02105,2024-08-27,PROD-145,1,206.0,2024-08-30,Alexandria Depot
ORD-02106,2024-05-22,PROD-059,2,5205.6,2024-05-31,Dubai Hub
ORD-02107,2023-02-17,PROD-011,2,1742.0,2023-02-18,Cairo Main
ORD-02108,2023-12-16,PROD-130,6,16706.7,2023-12-20,Alexandria Depot
ORD-02109,2023-02-15,PROD-093,4,2020.0,2023-02-22,Dubai Hub
ORD-02110,2024-09-13,PROD-186,4,11540.0,2024-09-18,Cairo Main
ORD-02111,2023-03-28,PROD-070,4,3436.0,2023-04-06,Alexandria Depot
ORD-02112,2024-12-14,PROD-012,5,16354.25,2024-12-22,Alexandria Depot
ORD-02113,2023-08-27,PROD-183,9,19981.8,2023-08-28,Dubai Hub
ORD-02114,2023-10-09,PROD-114,7,19936.0,2023-10-17,Dubai Hub
ORD-02115,2023-01-03,PROD-131,5,1115.0,2023-01-08,Dubai Hub
ORD-02116,2024-09-08,PROD-109,1,553.0,2024-09-14,Alexandria Depot
ORD-02117,2024-08-08,PROD-077,7,17304.0,2024-08-09,Dubai Hub
ORD-02118,2023-01-29,PROD-194,9,19728.0,2023-02-03,Cairo Main
ORD-02119,2024-01-24,PROD-092,7,2884.0,2024-01-28,Dubai Hub
ORD-02120,2023-05-23,PROD-066,3,10473.0,2023-06-01,Cairo Main
ORD-02121,2024-08-24,PROD-001,5,16515.0,2024-08-28,Dubai Hub
ORD-02122,2023-10-09,PROD-080,8,15752.0,2023-10-15,Cairo Main
ORD-02123,2023-02-05,PROD-065,7,16947.0,2023-02-08,Dubai Hub
ORD-02124,2024-05-30,PROD-120,5,12452.5,2024-06-08,Cairo Main
ORD-02125,2024-05-21,PROD-031,9,31059.0,2024-05-29,Dubai Hub
ORD-02126,2023-10-12,PROD-108,4,12732.0,2023-10-21,Dubai Hub
ORD-02127,2023-09-01,PROD-124,7,23625.0,2023-09-07,Cairo Main
ORD-02128,2024-06-17,PROD-123,6,11274.0,2024-06-25,Dubai Hub
ORD-02129,2024-12-02,PROD-128,3,3759.15,2024-12-03,Alexandria Depot
ORD-02130,2024-04-20,PROD-018,2,6150.0,2024-04-21,Dubai Hub
ORD-02131,2023-12-25,PROD-174,5,2717.0,2023-12-29,Alexandria Depot
ORD-02132,2023-07-30,PROD-026,7,9163.0,2023-07-31,Dubai Hub
ORD-02133,2023-09-12,PROD-024,9,20988.0,2023-09-19,Alexandria Depot
ORD-02134,2024-09-08,PROD-169,1,1215.05,2024-09-12,Dubai Hub
ORD-02135,2024-05-25,PROD-112,2,1828.0,2024-05-26,Dubai Hub
ORD-02136,2024-08-10,PROD-030,1,1880.1,2024-08-11,Dubai Hub
ORD-02137,2024-11-24,PROD-008,4,6760.0,2024-11-30,Alexandria Depot
ORD-02138,2023-08-22,PROD-068,9,8415.0,2023-08-28,Dubai Hub
ORD-02139,2024-01-25,PROD-174,8,4576.0,2024-01-31,Alexandria Depot
ORD-02140,2024-09-22,PROD-188,4,9831.6,2024-10-01,Cairo Main
ORD-02141,2024-04-27,PROD-174,6,3260.4,2024-05-04,Dubai Hub
ORD-02142,2023-05-19,PROD-074,6,20016.0,2023-05-26,Cairo Main
ORD-02143,2024-07-30,PROD-001,3,8918.1,2024-07-31,Cairo Main
ORD-02144,2024-03-02,PROD-062,1,3046.5,2024-03-10,Dubai Hub
ORD-02145,2024-02-22,PROD-174,8,4576.0,2024-02-28,Cairo Main
ORD-02146,2023-05-15,PROD-147,6,1440.0,2023-05-20,Dubai Hub
ORD-02147,2024-11-01,PROD-003,5,2405.0,2024-11-07,Dubai Hub
ORD-02148,2023-05-04,PROD-102,7,10493.0,2023-05-13,Alexandria Depot
ORD-02149,2023-11-08,PROD-103,6,2430.0,2023-11-12,Dubai Hub
ORD-02150,2023-05-09,PROD-186,8,23080.0,2023-05-16,Dubai Hub
ORD-02151,2023-12-23,PROD-090,5,11610.0,2023-12-26,Alexandria Depot
ORD-02152,2023-06-03,PROD-121,9,13887.0,2023-06-05,Alexandria Depot
ORD-02153,2023-10-12,PROD-079,9,2511.0,2023-10-15,Alexandria Depot
ORD-02154,2024-11-05,PROD-063,5,5315.25,2024-11-12,Dubai Hub
ORD-02155,2023-02-06,PROD-077,7,17304.0,2023-02-12,Alexandria Depot
ORD-02156,2024-12-09,PROD-124,2,6750.0,2024-12-12,Cairo Main
ORD-02157,2023-04-24,PROD-010,5,3965.0,2023-04-28,Alexandria Depot
ORD-02158,2024-05-08,PROD-182,6,17766.0,2024-05-09,Cairo Main
ORD-02159,2023-01-04,PROD-146,4,9079.2,2023-01-11,Cairo Main
ORD-02160,2024-12-11,PROD-069,3,6408.0,2024-12-16,Dubai Hub
ORD-02161,2024-09-30,PROD-059,9,26028.0,2024-10-01,Dubai Hub
ORD-02162,2024-09-18,PROD-172,6,3132.0,2024-09-22,Dubai Hub
ORD-02163,2024-03-20,PROD-177,9,22185.0,2024-03-24,Alexandria Depot
ORD-02164,2024-04-12,PROD-100,9,3103.65,2024-04-19,Alexandria Depot
ORD-02165,2024-10-08,PROD-111,3,5470.2,2024-10-14,Cairo Main
ORD-02166,2023-06-26,PROD-184,4,10121.8,2023-06-30,Alexandria Depot
ORD-02167,2024-12-01,PROD-148,6,918.0,2024-12-06,Alexandria Depot
ORD-02168,2023-05-22,PROD-152,3,3731.4,2023-05-24,Cairo Main
ORD-02169,2024-12-12,PROD-168,1,517.0,2024-12-19,Alexandria Depot
ORD-02170,2024-10-25,PROD-058,3,9750.0,2024-11-03,Cairo Main
ORD-02171,2024-07-16,PROD-151,3,2355.0,2024-07-25,Cairo Main
ORD-02172,2024-05-16,PROD-041,1,1445.0,2024-05-23,Cairo Main
ORD-02173,2023-01-31,PROD-187,5,10905.0,2023-02-07,Dubai Hub
ORD-02174,2023-05-10,PROD-142,9,15201.0,2023-05-18,Dubai Hub
ORD-02175,2023-04-01,PROD-043,4,9857.2,2023-04-06,Dubai Hub
ORD-02176,2023-06-20,PROD-103,2,765.0,2023-06-21,Dubai Hub
ORD-02177,2023-09-10,PROD-139,5,10010.0,2023-09-13,Cairo Main
ORD-02178,2023-03-29,PROD-086,3,9077.25,2023-04-01,Alexandria Depot
ORD-02179,2024-11-21,PROD-099,4,10600.0,2024-11-24,Dubai Hub
ORD-02180,2024-03-29,PROD-159,7,3220.0,2024-04-03,Cairo Main
ORD-02181,2024-11-19,PROD-017,4,2540.0,2024-11-26,Alexandria Depot
ORD-02182,2024-06-11,PROD-082,4,13732.0,2024-06-20,Dubai Hub
ORD-02183,2023-04-26,PROD-181,1,723.9,2023-04-30,Dubai Hub
ORD-02184,2023-06-18,PROD-046,1,1028.0,2023-06-26,Cairo Main
ORD-02185,2024-03-04,PROD-109,6,3152.1,2024-03-10,Dubai Hub
ORD-02186,2024-12-11,PROD-153,3,1236.0,2024-12-14,Alexandria Depot
ORD-02187,2024-06-11,PROD-153,3,1174.2,2024-06-16,Dubai Hub
ORD-02188,2023-08-16,PROD-183,6,15672.0,2023-08-24,Dubai Hub
ORD-02189,2024-02-19,PROD-125,4,5213.6,2024-02-20,Alexandria Depot
ORD-02190,2023-01-11,PROD-150,2,1128.0,2023-01-14,Alexandria Depot
ORD-02191,2023-07-30,PROD-170,1,210.0,2023-08-07,Alexandria Depot
ORD-02192,2023-11-30,PROD-012,3,9812.55,2023-12-07,Cairo Main
ORD-02193,2024-04-07,PROD-183,5,13060.0,2024-04-08,Cairo Main
ORD-02194,2024-06-03,PROD-043,6,15564.0,2024-06-07,Alexandria Depot
